epoch,train_loss,val_score,time_sec
0,1.227901,0.676184,7.79
1,1.091112,0.775497,6.88
2,0.92907,0.793165,6.87
3,0.838691,0.801946,6.87
4,0.810368,0.828223,7.03
5,0.739053,0.843003,7.12
6,0.715188,0.840914,7.15
7,0.672768,0.866486,7.11
8,0.641086,0.857427,7.06
9,0.617076,0.85521,6.81
10,0.593975,0.858633,6.79
11,0.557886,0.861593,6.8
12,0.544462,0.849726,6.97
13,0.513083,0.8471,7.27
14,0.496896,0.867109,7.21
15,0.466031,0.869904,7.18
16,0.449452,0.861077,7.15
17,0.416656,0.868021,7.0
18,0.414107,0.859164,7.13
19,0.381385,0.863721,7.21
20,0.355552,0.85873,7.12
21,0.324418,0.854931,6.87
22,0.324776,0.852883,6.85
23,0.29167,0.848936,6.93
24,0.27313,0.852796,6.97
25,0.255167,0.850783,6.99
